,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,contact_me,past_booker
10256,4.0,4,0.0,7.0,112,7,133.5666666666667,0,0,1
10258,4.0,3,285.0,0.0,31,7,977.4333333333336,0,1,1
10259,4.0,4,187.0,24.0,216,4,15.183333333333335,1,1,0
10260,2.0,27,155.0,6.0,0,2,38.016666666666666,1,0,1
10262,2.0,9,79.0,1.0,78,3,870.1833333333333,1,0,0
10263,1.0,5,452.0,1.0,20,28,22.716666666666665,1,1,0
10267,1.0,3,538.0,3.0,176,21,13.65,1,1,1
10268,2.0,2,141.0,0.0,4,6,1369.1333333333334,0,1,0
10269,1.0,4,35.0,7.0,215,6,1057.0166666666667,0,1,0
10270,4.0,2,77.0,3.0,5,2,5538.166666666668,0,1,1
10271,2.0,5,502.0,0.0,52,7,32.35,0,0,0
10272,4.0,3,148.0,27.0,38,5,810.0833333333335,1,1,0
10273,8.0,14,16.0,0.0,78,12,407.51666666666665,1,1,1
10276,2.0,8,200.0,0.0,248,4,313.8666666666667,1,1,0
10277,4.0,3,98.0,0.0,1,4,450.86666666666673,0,1,0
10278,1.0,5,247.0,1.0,59,11,716.8833333333333,0,1,0
10279,2.0,3,45.0,1.0,222,4,677.35,0,0,0
10280,8.0,2,64.0,0.0,27,5,4610.8,0,1,0
10281,2.0,3,235.0,94.0,215,10,104.96666666666668,0,1,0
10282,2.0,4,167.0,5.0,211,6,187.03333333333333,0,0,1
10283,1.0,9,352.0,1.0,0,28,449.25,1,1,1
10284,6.0,2,71.0,0.0,205,8,343.43333333333334,0,1,0
10286,2.0,3,62.0,0.0,147,9,554.1833333333333,0,0,1
10287,4.0,2,148.0,9.0,151,3,106.71666666666668,0,1,0
10288,2.0,2,106.0,0.0,17,7,378.81666666666666,0,1,1
10289,2.0,2,241.0,1.0,38,60,92.05,0,1,0
10290,2.0,3,219.0,7.0,82,7,0.2833333333333333,0,1,0
10291,4.0,14,202.0,11.0,29,5,2.9,1,1,1
10294,2.0,3,290.0,3.0,205,4,11.633333333333333,1,1,0
10295,8.0,4,465.0,0.0,68,20,757.65,0,0,1
10296,1.0,2,450.0,1.0,185,7,86780.03333333334,0,1,0
10298,1.0,33,474.0,13.0,190,15,40.41666666666666,1,1,1
10299,2.0,2,617.0,27.0,8,5,165.51666666666668,0,1,0
10300,5.0,3,145.0,0.0,110,2,681.3166666666667,0,1,0
10301,4.0,4,108.0,18.0,76,4,26.11666666666667,1,1,0
10302,2.0,3,354.0,27.0,43,1,25.3,1,1,0
10303,2.0,9,201.0,0.0,22,5,98.75,0,1,1
10305,1.0,2,541.0,10.0,174,21,1852.65,0,1,1
10306,3.0,6,233.0,4.0,128,16,27.98333333333333,1,1,0
10307,4.0,8,141.0,3.0,32,1,998.0166666666668,0,1,0
10308,4.0,2,222.0,0.0,38,9,8773.633333333333,0,1,0
10309,6.0,2,164.0,0.0,25,4,96.23333333333332,0,1,0
10310,3.0,3,506.0,0.0,132,7,584.5833333333334,0,0,0
10312,5.0,25,566.0,5.0,216,8,165.26666666666668,1,1,0
10313,3.0,3,237.0,0.0,15,2,1225.2,0,0,1
10314,2.0,2,126.0,0.0,193,8,1858.5166666666669,0,1,1
10315,2.0,4,202.0,16.0,17,4,102.63333333333334,1,0,0
10316,2.0,3,0.0,0.0,135,4,13011.783333333333,0,0,1
10317,2.0,3,298.0,0.0,54,1,524.2833333333333,0,0,1
10318,2.0,11,149.0,15.0,36,3,29.2,0,1,0
10319,2.0,3,47.0,5.0,81,7,768.7,1,1,0
10320,3.0,4,405.0,28.0,30,11,33.68333333333334,1,0,1
10321,4.0,2,370.0,0.0,212,10,539.3666666666667,0,1,0
10323,3.0,13,109.0,12.0,136,2,36.91666666666666,1,0,1
10324,2.0,28,285.0,0.0,2,68,85.0,0,0,1
10325,2.0,2,151.0,0.0,54,4,253.3166666666667,0,1,0
10326,3.0,7,369.0,9.0,1,2,9.4,1,1,1
10327,2.0,2,103.0,2.0,209,1,722.2666666666668,0,0,1
10328,4.0,5,131.0,15.0,26,3,49.21666666666667,1,1,0
10330,2.0,9,277.0,5.0,26,8,55.03333333333333,1,1,0
10332,2.0,5,58.0,46.0,7,3,0.0,0,0,0
10333,1.0,3,236.0,4.0,14,3,38.61666666666667,0,1,1
10334,2.0,6,190.0,0.0,47,8,20.08333333333333,0,1,0
10335,4.0,5,204.0,0.0,70,6,114.0,0,1,0
10336,2.0,2,188.0,2.0,0,5,2.533333333333333,0,1,1
10338,1.0,3,530.0,0.0,34,9,877.0,0,1,0
10340,7.0,2,207.0,95.0,21,3,515.1166666666667,0,1,1
10341,3.0,7,287.0,10.0,43,6,58.01666666666666,1,1,0
10342,1.0,2,130.0,1.0,3,3,112.76666666666668,0,1,0
10343,2.0,16,252.0,82.0,20,6,123.58333333333334,1,0,1
10344,1.0,9,0.0,12.0,35,4,313.8666666666667,1,0,0
10345,2.0,8,246.0,2.0,17,1,22.766666666666666,1,1,1
10349,2.0,2,248.0,0.0,88,16,376.91666666666674,0,1,1
10350,2.0,2,342.0,0.0,147,2,523.3000000000002,0,1,0
10351,2.0,2,263.0,1.0,5,1,425.76666666666665,0,1,0
10352,1.0,8,145.0,1.0,23,16,2.25,1,1,1
10354,1.0,7,128.0,1.0,46,20,132.51666666666668,1,1,1
10355,2.0,3,262.0,1.0,56,4,605.1833333333333,0,1,0
10359,2.0,12,0.0,9.0,135,2,14.916666666666664,1,0,0
10360,3.0,4,495.0,5.0,17,8,57.1,0,0,0
10361,2.0,6,237.0,2.0,129,6,4.583333333333333,0,1,0
10363,5.0,3,514.0,11.0,124,29,481.78333333333336,0,1,0
10364,2.0,3,519.0,3.0,32,76,1451.65,1,1,0
10365,2.0,4,41.0,0.0,71,10,6.5,0,0,1
10366,4.0,10,319.0,1.0,193,8,1596.9833333333331,0,0,1
10368,2.0,5,141.0,17.0,0,3,10.566666666666666,0,0,1
10369,2.0,8,76.0,1.0,192,5,5.55,1,1,1
10370,2.0,3,75.0,11.0,4,2,16.866666666666667,0,0,1
10371,1.0,6,7.0,4.0,2,29,1030.7166666666667,0,0,1
10373,1.0,8,147.0,1.0,1,6,339.5,0,0,1
10374,2.0,3,261.0,0.0,224,9,354.0,0,1,0
10375,4.0,5,148.0,2.0,156,6,9.3,1,1,0
10376,6.0,3,265.0,0.0,169,15,7.866666666666667,1,1,0
10378,1.0,5,189.0,63.0,8,5,22.016666666666666,0,1,1
10379,2.0,4,203.0,5.0,65,5,1338.3166666666666,0,1,1
10380,3.0,13,233.0,4.0,12,5,1.1833333333333331,1,1,0
10381,2.0,2,557.0,1.0,16,7,4900.9,0,1,1
10382,2.0,3,57.0,31.0,44,5,35.6,1,1,0
10383,4.0,10,314.0,0.0,49,6,907.6,1,1,1
10384,1.0,4,97.0,0.0,177,18,1299.5666666666666,0,1,0
10387,4.0,2,138.0,1.0,211,2,960.9333333333333,0,0,0
10388,1.0,3,350.0,43.0,10,2,4.95,0,0,1
10389,3.0,3,155.0,1.0,14,2,257.85,1,1,0
10391,4.0,4,270.0,3.0,99,9,1163.6833333333334,0,1,0
10392,1.0,4,96.0,2.0,2,24,486.98333333333335,0,1,0
10394,1.0,3,212.0,0.0,67,17,471.66666666666674,0,0,0
10395,4.0,4,43.0,0.0,16,4,788.1,0,0,1
10397,2.0,10,106.0,34.0,18,4,303.3333333333333,1,1,1
10398,5.0,3,124.0,5.0,76,95,734.8166666666667,0,0,0
10399,4.0,3,300.0,6.0,27,3,6.416666666666668,0,0,0
10400,3.0,8,139.0,8.0,258,5,810.4833333333332,1,1,0
10401,2.0,2,0.0,9.0,16,4,140.71666666666667,0,0,0
10402,3.0,27,253.0,0.0,13,14,2.016666666666667,1,0,0
10403,1.0,26,167.0,12.0,1,8,0.0,1,1,1
10406,4.0,4,59.0,0.0,63,3,0.0,1,0,0
10407,2.0,15,0.0,73.0,162,7,17.516666666666666,1,0,1
10408,4.0,8,224.0,0.0,46,35,102.71666666666668,1,1,1
10409,1.0,11,189.0,1.0,25,10,1365.0833333333333,0,0,1
10410,4.0,3,184.0,0.0,13,3,138.78333333333333,0,1,1
10411,1.0,2,393.0,0.0,4,28,417.15,0,1,0
10412,4.0,2,266.0,0.0,35,4,565.6,0,1,0
10413,2.0,3,277.0,3.0,217,19,10.516666666666667,0,1,1
10415,2.0,3,339.0,0.0,122,11,35.61666666666667,0,1,0
10416,2.0,15,242.0,43.0,0,3,10.716666666666667,1,0,1
10417,1.0,2,18.0,32.0,6,8,718.45,0,0,0
10418,2.0,4,147.0,59.0,176,8,235.63333333333333,1,1,0
10419,1.0,7,134.0,30.0,21,7,395.63333333333327,1,1,1
10420,2.0,17,355.0,20.0,17,14,808.95,1,1,1
10421,1.0,2,163.0,0.0,17,5,19.683333333333334,0,0,1
10422,2.0,4,100.0,3.0,55,16,30.33333333333333,1,1,1
10424,1.0,18,160.0,3.0,72,22,98.08333333333331,0,0,1
10425,1.0,3,16.0,1.0,183,13,2487.45,0,1,1
10426,2.0,5,138.0,1.0,97,2,86.63333333333334,0,1,0
10427,1.0,3,322.0,0.0,193,30,79.03333333333333,0,1,1
10428,1.0,6,351.0,2.0,40,2,138663.2666666667,0,1,1
10429,2.0,4,108.0,13.0,123,7,3.466666666666667,1,1,0
10430,2.0,2,59.0,0.0,73,3,1080.8333333333335,0,1,1
10431,2.0,2,86.0,1.0,201,2,2670.0666666666666,0,1,0
10432,5.0,13,283.0,0.0,10,8,460.23333333333335,0,0,0
10433,2.0,2,14.0,0.0,0,2,239.9,0,1,1
10434,2.0,4,203.0,17.0,25,2,6.066666666666666,1,1,0
10435,2.0,3,160.0,0.0,104,9,1599.75,1,1,0
10436,3.0,2,59.0,0.0,95,1,0.85,0,1,1
10437,2.0,2,235.0,1.0,102,13,261.4666666666667,0,1,0
10438,4.0,9,94.0,0.0,24,4,32.833333333333336,0,1,0
10440,4.0,3,153.0,0.0,22,3,1806.4,1,1,0
10441,3.0,2,0.0,9.0,185,3,665.2,0,0,0
10442,2.0,3,134.0,8.0,2,2,460.1833333333333,0,0,1
10444,2.0,25,201.0,1.0,206,7,98.7,1,0,1
10445,4.0,5,841.0,0.0,74,5,220.91666666666663,0,1,0
10446,4.0,24,7.0,10.0,13,4,61.71666666666668,1,0,0
10447,2.0,2,103.0,3.0,214,4,25.36666666666667,0,1,0
10448,1.0,20,65.0,10.0,30,28,188.0,1,0,1
10449,2.0,3,228.0,0.0,0,3,494.9,0,0,1
10450,4.0,3,31.0,8.0,9,4,3.683333333333333,1,1,0
10451,2.0,3,201.0,0.0,52,2,1357.9666666666667,0,1,0
10452,2.0,2,159.0,2.0,105,7,38930.98333333333,0,1,0
10453,2.0,6,87.0,0.0,85,6,802.6,0,0,1
10455,4.0,7,235.0,20.0,59,2,26.33333333333333,1,1,0
10456,2.0,8,691.0,20.0,164,9,105.21666666666668,1,1,1
10457,2.0,8,205.0,50.0,235,14,325.1333333333333,0,1,1
10458,1.0,3,164.0,37.0,244,5,2.333333333333333,0,1,1
10459,1.0,31,273.0,0.0,4,29,10.1,1,1,1
10460,2.0,24,726.0,13.0,17,11,46.56666666666667,1,1,1
10461,1.0,2,259.0,3.0,24,2,9801.4,0,1,0
10462,1.0,2,240.0,1.0,55,5,8237.266666666668,0,1,1
10463,6.0,2,111.0,0.0,75,3,1445.666666666667,0,1,1
10465,1.0,9,125.0,66.0,0,1,12.866666666666667,1,1,0
10466,1.0,3,61.0,0.0,96,3,864.7,1,1,0
10467,4.0,2,206.0,0.0,112,4,507.3166666666667,0,1,1
10468,1.0,6,82.0,12.0,0,4,243.85,0,1,1
10470,5.0,2,208.0,0.0,58,10,53.06666666666667,0,1,0
10471,3.0,4,412.0,1.0,281,8,4648.25,0,0,1
10472,1.0,26,66.0,2.0,198,19,11.033333333333333,1,1,0
10473,2.0,33,44.0,56.0,115,4,30.41666666666667,1,0,0
10474,2.0,6,74.0,32.0,46,4,46.61666666666667,0,0,1
10475,2.0,3,247.0,24.0,205,10,59.08333333333334,1,1,0
10476,5.0,9,212.0,0.0,31,5,1.95,0,1,0
10477,2.0,18,424.0,1.0,76,3,55.93333333333333,1,0,0
10478,4.0,3,133.0,0.0,202,2,710.7166666666667,0,0,1
10479,2.0,4,165.0,0.0,17,14,6.066666666666666,1,1,0
10481,1.0,2,64.0,0.0,184,6,0.9,0,1,0
10482,4.0,2,116.0,0.0,53,5,753.0666666666667,0,1,0
10484,4.0,7,110.0,11.0,28,5,444.45,1,0,0
10485,2.0,3,88.0,0.0,74,6,53.7,0,1,0
10486,2.0,11,70.0,0.0,43,3,5.166666666666667,1,1,0
10487,2.0,10,182.0,1.0,21,3,16.35,1,1,0
10489,5.0,3,175.0,5.0,68,8,353.4,0,1,0
10490,3.0,3,168.0,6.0,2,2,6061.916666666668,0,1,0
10491,2.0,5,0.0,0.0,107,3,460.4,0,0,0
10493,4.0,3,263.0,3.0,6,15,1545.283333333333,0,0,1
10495,4.0,4,35.0,0.0,53,10,505.11666666666673,1,1,0
10497,1.0,21,72.0,0.0,28,46,61.91666666666667,1,1,1
10498,4.0,20,298.0,3.0,194,5,5.266666666666667,1,0,1
10501,4.0,2,203.0,1.0,171,2,893.45,0,1,0
10502,6.0,17,563.0,0.0,64,22,21.716666666666665,1,1,0
10503,2.0,13,361.0,23.0,10,3,74.26666666666667,1,1,0
10505,7.0,3,119.0,0.0,59,2,296.31666666666666,1,1,0
10506,2.0,3,85.0,0.0,116,4,12.15,0,1,0
10507,8.0,6,333.0,5.0,143,7,227.13333333333333,0,0,0
10509,2.0,3,137.0,32.0,201,7,166.1,0,1,1
10510,5.0,3,194.0,6.0,10,2,619.8666666666667,0,0,1
10511,2.0,2,201.0,9.0,2,1,618.0166666666668,0,0,1
10512,2.0,2,528.0,2.0,206,9,269.8666666666667,0,1,0
10513,4.0,3,274.0,0.0,104,1,5178.833333333333,0,1,0
10514,3.0,2,49.0,0.0,3,4,19.0,0,1,0
10518,1.0,5,154.0,17.0,43,11,4.2,1,1,1
10519,2.0,5,0.0,3.0,109,3,541.3166666666667,0,0,1
10520,2.0,3,180.0,0.0,128,8,45.41666666666666,0,1,1
10521,1.0,3,587.0,0.0,17,4,571.5666666666667,0,0,1
10522,6.0,5,372.0,49.0,263,11,612.2666666666668,1,1,0
10524,4.0,2,140.0,4.0,13,6,4453.9,0,1,0
10527,1.0,2,107.0,72.0,33,3,1107.3666666666666,0,1,1
10528,1.0,3,232.0,2.0,198,14,229.85,1,1,0
10529,2.0,6,146.0,2.0,91,7,382.26666666666665,0,0,1
10530,1.0,39,530.0,2.0,34,5,21.95,1,1,1
10531,1.0,12,136.0,1.0,50,30,168.46666666666667,0,1,1
10532,4.0,12,379.0,40.0,47,3,174.08333333333337,1,1,1
10534,1.0,3,109.0,1.0,12,185,332.0833333333333,0,1,0
10535,3.0,2,267.0,0.0,111,5,2831.133333333333,0,0,0
10536,2.0,2,310.0,11.0,41,4,4.266666666666667,0,1,0
10537,4.0,25,168.0,3.0,29,2,641.5,1,0,0
10538,4.0,49,43.0,5.0,2,4,591.7666666666668,1,0,0
10539,1.0,2,120.0,13.0,1,5,0.0,0,1,0
10540,8.0,2,482.0,1.0,148,12,2200.983333333333,0,1,0
10541,1.0,3,196.0,0.0,9,3,3.65,1,1,0
10542,2.0,3,133.0,0.0,126,4,249.71666666666667,0,0,0
10543,7.0,7,412.0,0.0,167,23,890.6833333333333,0,1,0
10544,1.0,4,182.0,0.0,110,29,547.3333333333334,1,1,0
10545,1.0,3,557.0,0.0,63,15,1142.5833333333333,1,1,0
10547,2.0,10,86.0,3.0,1,17,2.8666666666666667,0,0,1
10549,1.0,7,490.0,19.0,126,18,331.6333333333333,1,1,1
10550,1.0,7,356.0,37.0,5,4,150.35,1,1,1
10551,1.0,3,275.0,0.0,104,12,2221.2,0,1,0
10552,2.0,4,367.0,135.0,304,7,913.4,0,1,1
10554,1.0,2,48.0,0.0,106,3,6.716666666666668,0,0,1
10555,10.0,7,211.0,0.0,83,6,14.15,0,1,0
10556,2.0,2,112.0,0.0,206,7,23.55,0,1,0
10557,7.0,3,144.0,2.0,10,3,235.85,0,1,1
10559,2.0,2,179.0,0.0,215,3,383.0,0,1,0
10560,2.0,7,189.0,14.0,2,4,562.4666666666667,1,0,1
10561,3.0,2,268.0,0.0,214,8,41.68333333333333,0,1,0
10562,6.0,3,130.0,9.0,19,2,110.2,1,1,0
10563,2.0,3,465.0,0.0,198,5,45396.26666666667,0,1,0
10565,4.0,3,31.0,0.0,120,10,974.9500000000003,0,1,0
10567,2.0,3,390.0,1.0,184,7,1046.0333333333335,0,1,0
10568,4.0,15,340.0,49.0,190,5,8.233333333333334,1,0,0
10569,2.0,3,397.0,0.0,93,2,519.6500000000002,0,1,0
10570,8.0,6,251.0,0.0,119,18,569.9,1,1,0
10571,2.0,2,141.0,2.0,143,5,31489.1,0,1,0
10572,1.0,2,229.0,1.0,91,21,703.3833333333333,0,1,1
10575,1.0,19,411.0,8.0,59,99,711.1833333333333,1,0,0
10576,5.0,7,149.0,20.0,96,7,0.15,1,1,0
10577,3.0,20,403.0,0.0,0,11,3422.6,0,0,1
10578,1.0,6,419.0,1.0,0,3,204.13333333333333,0,0,0
10579,2.0,3,496.0,34.0,28,3,146.36666666666667,0,0,1
10580,1.0,13,258.0,26.0,18,5,137.13333333333333,1,0,1
10581,2.0,5,893.0,84.0,167,4,4.816666666666666,0,0,0
10582,1.0,4,159.0,0.0,2,3,1.25,0,1,0
10583,2.0,10,193.0,69.0,47,5,65.66666666666667,1,0,0
10584,1.0,2,24.0,0.0,1,2,800.1333333333333,0,0,0
10585,2.0,3,238.0,0.0,3,1,130.85000000000002,0,1,1
10589,2.0,9,0.0,32.0,27,3,566.3666666666667,1,0,0
10590,2.0,3,317.0,0.0,45,2,725.7,1,1,0
10591,1.0,3,297.0,0.0,59,26,413.85,1,1,0
10593,7.0,36,159.0,11.0,10,4,6.85,1,1,1
10596,5.0,4,504.0,0.0,176,31,62.85000000000001,0,1,0
10597,2.0,25,0.0,14.0,16,2,47.01666666666666,1,0,0
10598,1.0,4,215.0,0.0,2,7,880.8166666666667,0,1,0
10599,2.0,5,440.0,1.0,73,13,366.48333333333335,1,1,0
10602,4.0,8,203.0,3.0,206,12,599.5166666666668,1,0,1
10603,2.0,3,0.0,0.0,110,1,145.01666666666668,0,0,0
10604,8.0,2,94.0,0.0,30,2,5032.833333333333,0,1,0
10607,2.0,7,267.0,142.0,19,8,5.7,1,1,1
10608,2.0,21,22.0,6.0,3,4,459.91666666666674,1,0,0
10610,2.0,3,269.0,1.0,201,9,3875.316666666666,0,1,0
10611,4.0,4,208.0,0.0,201,3,298.95,0,0,0
10612,1.0,3,308.0,2.0,3,79,2.933333333333333,1,1,0
10613,3.0,20,202.0,3.0,30,3,2.583333333333333,1,1,0
10615,2.0,7,402.0,6.0,29,3,587.3833333333333,0,1,0
10616,1.0,10,104.0,9.0,19,3,248.55000000000004,1,0,0
10618,2.0,2,205.0,13.0,40,4,614.0833333333334,0,1,1
10619,1.0,9,231.0,20.0,11,6,121.45,1,0,1
10620,1.0,6,179.0,0.0,202,3,9.633333333333333,1,1,0
10621,1.0,6,435.0,4.0,210,28,915.8833333333333,0,1,1
10622,3.0,6,118.0,0.0,152,8,40.56666666666667,0,1,1
10625,4.0,32,232.0,0.0,216,7,271.01666666666665,1,0,0
10626,2.0,3,17.0,0.0,128,4,592.35,0,0,0
10628,2.0,3,279.0,0.0,93,8,1277.3333333333333,0,1,0
10629,2.0,14,162.0,15.0,0,3,20.3,1,1,1
10631,4.0,7,111.0,0.0,29,3,652.4333333333333,0,1,0
10633,2.0,18,335.0,6.0,51,2,30.61666666666667,0,1,0
10636,2.0,18,76.0,0.0,130,6,6.3,1,1,0
10637,12.0,6,174.0,2.0,72,4,115.93333333333334,1,1,0
10638,2.0,3,356.0,34.0,319,9,76.1,1,1,0
10640,2.0,2,141.0,18.0,5,2,257.18333333333334,0,0,1
10641,1.0,3,278.0,9.0,21,1,7346.2,0,1,0
10642,4.0,11,242.0,0.0,130,5,10.283333333333333,1,1,0
10643,3.0,3,285.0,28.0,24,3,1034.9333333333334,0,1,1
10644,2.0,6,148.0,1.0,72,4,341.65,0,1,0
10647,3.0,2,202.0,0.0,70,8,256.6333333333334,0,0,1
10648,4.0,3,223.0,0.0,84,22,1051.8833333333334,0,1,0
10649,5.0,15,323.0,0.0,50,9,11.8,0,1,0
10650,1.0,2,347.0,0.0,50,6,18.533333333333328,0,0,0
10651,2.0,2,0.0,2.0,32,2,461.9333333333333,0,0,0
10652,2.0,4,208.0,0.0,106,8,1241.2,0,0,1
10653,5.0,6,349.0,0.0,122,2,9293.45,0,1,0
10654,5.0,4,52.0,0.0,315,4,1422.916666666667,0,1,1
10655,2.0,6,180.0,30.0,2,4,82.1,1,0,1
10656,4.0,2,0.0,12.0,168,3,538.7,0,0,0
10657,4.0,13,556.0,0.0,0,4,43.7,1,0,1
10658,4.0,5,325.0,1.0,75,19,268.1333333333334,1,1,1
10659,2.0,5,167.0,2.0,104,2,8.766666666666667,0,1,1
10660,2.0,4,199.0,33.0,205,12,27.516666666666666,0,1,1
10661,4.0,13,433.0,11.0,13,10,5.066666666666666,1,0,0
10663,1.0,4,144.0,8.0,22,2,10.15,0,0,1
10664,2.0,4,105.0,13.0,9,5,947.1333333333333,1,1,0
10665,3.0,2,131.0,0.0,154,3,213.3333333333333,0,1,0
10666,6.0,3,486.0,0.0,278,6,893.3833333333333,0,1,0
10667,2.0,2,206.0,0.0,26,8,69.1,0,1,1
10668,1.0,8,281.0,4.0,71,182,706.2833333333333,1,1,0
10670,2.0,48,251.0,0.0,62,11,128.11666666666667,1,0,0
10671,5.0,4,292.0,0.0,59,3,678.05,0,0,1
10673,2.0,9,618.0,11.0,34,5,3.45,1,1,0
10674,2.0,4,222.0,0.0,64,10,3.316666666666667,0,1,1
10676,1.0,3,493.0,6.0,3,5,493.16666666666674,1,1,0
10677,6.0,8,230.0,0.0,51,2,1.0166666666666668,0,1,0
10678,2.0,3,328.0,19.0,25,9,7.166666666666668,0,0,0
10679,2.0,4,316.0,4.0,24,3,147.98333333333332,0,1,0
10681,5.0,3,154.0,0.0,286,10,595.5166666666668,0,1,0
10682,4.0,9,377.0,0.0,120,34,46.41666666666666,1,0,0
10683,6.0,2,128.0,0.0,11,2,190.6,0,1,0
10684,2.0,3,478.0,47.0,27,10,211.0,1,1,0
10686,1.0,7,159.0,3.0,26,15,1.1,1,1,0
10689,2.0,8,41.0,0.0,100,7,7.366666666666666,0,1,0
10690,4.0,2,392.0,17.0,195,8,291.03333333333336,0,0,1
10691,1.0,6,176.0,2.0,100,12,30.500000000000004,0,1,0
10692,6.0,5,591.0,76.0,208,5,3370.816666666666,1,1,0
10693,4.0,3,114.0,0.0,114,4,1990.5166666666669,0,0,1
10695,2.0,4,0.0,0.0,199,7,14.516666666666667,0,0,0
10696,5.0,2,162.0,5.0,102,23,363.41666666666674,0,1,0
10697,2.0,3,146.0,23.0,28,4,2788.95,0,1,1
10698,1.0,3,328.0,14.0,16,29,22.48333333333333,0,1,1
10699,4.0,4,90.0,1.0,119,2,0.2833333333333333,0,1,1
10702,3.0,12,60.0,24.0,8,3,29.266666666666666,1,0,0
10704,1.0,5,341.0,0.0,61,16,274.8666666666667,1,0,0
10707,3.0,2,141.0,2.0,219,7,646.3166666666667,0,1,0
10708,4.0,6,175.0,0.0,19,4,25.7,0,0,0
10709,4.0,7,226.0,3.0,70,6,252.88333333333333,1,1,0
10711,2.0,33,457.0,3.0,16,79,6.45,0,1,1
10712,1.0,33,582.0,1.0,41,26,12.366666666666667,1,1,1
10713,4.0,6,331.0,0.0,110,1,236.26666666666668,1,1,0
10715,4.0,5,373.0,2.0,164,11,310.45,0,0,0
10716,3.0,2,152.0,3.0,171,7,1135.4,0,1,1
10717,4.0,6,250.0,27.0,10,3,11.7,0,1,0
10719,1.0,7,0.0,0.0,173,6,176.93333333333337,0,0,0
10721,7.0,3,147.0,1.0,153,7,0.0,0,1,0
10722,3.0,5,160.0,13.0,168,1,1668.3666666666666,0,1,0
10723,2.0,2,126.0,16.0,186,14,1084.45,0,1,1
10724,5.0,3,190.0,0.0,71,12,533.7,0,1,1
10728,1.0,2,717.0,23.0,11,1,674.05,0,1,0
10729,2.0,3,83.0,3.0,223,2,220.66666666666663,1,1,0
10730,2.0,7,72.0,15.0,4,3,6.566666666666666,1,0,1
10731,2.0,10,413.0,0.0,157,7,22.86666666666667,0,1,0
10732,2.0,5,137.0,16.0,8,5,42.66666666666666,0,1,0
10733,1.0,3,164.0,0.0,94,18,978.4333333333336,1,1,0
10734,4.0,3,429.0,7.0,55,3,84.55,1,1,0
10735,4.0,3,76.0,0.0,30,5,2797.016666666667,0,1,1
10737,1.0,2,609.0,3.0,24,3,480.46666666666664,0,1,0
10738,5.0,16,173.0,0.0,43,24,134.38333333333335,1,1,0
10739,3.0,6,75.0,30.0,180,16,367.31666666666666,1,1,0
10740,4.0,10,110.0,0.0,163,4,99.06666666666666,1,0,0
10741,3.0,4,47.0,0.0,18,5,182.96666666666667,0,1,0
10742,4.0,3,201.0,11.0,3,5,12.6,1,1,0
10743,2.0,6,75.0,1.0,177,16,822.9166666666665,1,1,1
10745,4.0,2,197.0,0.0,203,11,1068.1166666666668,0,1,1
10746,6.0,5,201.0,2.0,29,4,673.6666666666666,0,0,0
10747,2.0,3,251.0,0.0,183,7,1280.5833333333333,0,0,0
10748,2.0,5,31.0,17.0,4,4,2.566666666666667,0,1,0
10749,2.0,3,0.0,8.0,209,1,10.15,0,0,1
10750,5.0,13,385.0,1.0,46,1,7.233333333333332,1,1,0
10751,1.0,29,16.0,15.0,2,2,37.5,1,1,1
10753,1.0,9,98.0,1.0,7,1,0.95,0,1,0
10754,3.0,7,64.0,0.0,3,4,28.316666666666666,0,0,1
10755,2.0,2,412.0,14.0,0,2,36.0,0,0,1
10756,16.0,2,145.0,0.0,38,13,1031.8000000000004,0,1,0
10758,2.0,9,148.0,0.0,155,16,102.71666666666668,0,1,0
10759,6.0,5,286.0,0.0,49,24,49.48333333333333,1,1,1
10760,6.0,5,34.0,0.0,25,5,288.51666666666665,0,1,0
10761,2.0,3,265.0,0.0,206,5,62.58333333333334,0,0,0
10762,1.0,2,523.0,0.0,32,8,30.16666666666667,0,1,1
10763,2.0,10,256.0,2.0,102,6,2.433333333333333,0,1,0
10764,2.0,8,80.0,1.0,15,5,376.16666666666674,1,0,0
10765,1.0,3,337.0,1.0,21,17,118.88333333333334,0,1,1
10766,1.0,18,300.0,2.0,1,8,16.616666666666667,1,0,1
10767,4.0,12,0.0,5.0,169,4,885.8166666666667,0,0,0
10768,2.0,27,516.0,0.0,30,23,33.81666666666667,1,1,1
10769,2.0,8,454.0,0.0,76,7,60.7,0,1,0
10770,1.0,3,304.0,13.0,31,2,237.96666666666667,0,1,0
10774,1.0,3,118.0,17.0,4,3,31.100000000000005,0,1,0
10776,3.0,22,170.0,0.0,202,20,195.65,0,1,0
10777,1.0,4,904.0,72.0,15,2,10.133333333333333,0,1,0
10778,2.0,7,259.0,0.0,146,6,1053.2666666666667,1,0,0
10779,8.0,14,0.0,4.0,55,2,5.466666666666668,1,0,1
10780,4.0,21,248.0,19.0,18,3,19.566666666666666,1,1,0
10781,3.0,4,1077.0,3.0,194,10,1264.2666666666667,0,1,0
10782,2.0,4,926.0,1.0,103,15,490.95000000000016,0,1,0
10784,8.0,5,225.0,0.0,24,5,118.2,0,1,0
10785,8.0,2,95.0,0.0,22,5,0.0,0,1,1
10786,2.0,3,100.0,3.0,164,8,37.7,1,1,0
10787,2.0,5,532.0,20.0,2,4,253.85,0,1,0
10789,3.0,4,138.0,45.0,23,3,28.9,0,1,0
