,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,contact_me,past_booker
519,4.0,177,0.0,13.0,21,5,0.2,1,0,1
521,4.0,2,103.0,0.0,0,1,0.0,0,0,1
523,3.0,15,163.0,69.0,28,2,86.3,1,0,0
525,4.0,8,362.0,5.0,53,28,394.08333333333326,0,1,1
527,2.0,3,8.0,11.0,0,3,366.96666666666664,0,0,1
528,2.0,2,213.0,0.0,19,8,456.23333333333335,0,1,0
529,4.0,2,279.0,0.0,99,11,47.55,0,1,0
530,2.0,3,47.0,17.0,20,4,4.55,1,1,1
531,2.0,5,259.0,0.0,169,6,28873.68333333333,0,0,1
532,2.0,2,72.0,1.0,203,5,353.2,0,1,1
534,1.0,3,185.0,1.0,1,2,933.4666666666667,0,1,1
535,1.0,3,815.0,0.0,101,18,56.56666666666667,0,1,0
536,2.0,3,47.0,0.0,5,2,999.6,0,0,1
537,4.0,4,63.0,13.0,2,3,33.550000000000004,0,1,0
538,4.0,6,676.0,0.0,58,9,38.15,0,0,0
539,2.0,3,475.0,26.0,246,8,202.2,1,1,0
540,3.0,5,49.0,1.0,240,6,39.05,1,1,0
541,2.0,11,367.0,108.0,6,2,191.78333333333333,1,0,1
542,2.0,6,90.0,0.0,74,10,2.7333333333333334,0,0,0
544,4.0,4,239.0,1.0,23,7,2.183333333333333,1,1,0
545,4.0,5,113.0,1.0,27,5,1129.4333333333334,0,0,0
546,4.0,2,337.0,0.0,7,5,433.05,0,0,1
547,5.0,3,26.0,0.0,76,14,194.01666666666668,0,0,1
548,2.0,6,201.0,0.0,40,6,951.1833333333333,0,1,1
549,5.0,3,198.0,3.0,119,8,1383.8833333333334,0,0,0
550,2.0,3,512.0,11.0,17,3,172.2,0,1,0
551,6.0,2,332.0,1.0,92,6,7150.15,0,1,0
552,3.0,40,512.0,1.0,189,9,163.21666666666667,0,0,0
553,5.0,3,316.0,0.0,61,11,737.2,1,1,0
554,2.0,3,84.0,0.0,82,3,32.56666666666667,0,0,1
555,2.0,3,79.0,3.0,37,4,1155.0833333333333,0,1,0
557,6.0,16,563.0,6.0,0,1,1.7,0,1,1
558,1.0,8,161.0,0.0,0,3,8.083333333333334,1,0,1
559,1.0,3,288.0,0.0,193,7,658.2833333333333,0,1,0
560,3.0,6,174.0,0.0,83,30,5.966666666666668,0,0,1
561,2.0,3,61.0,1.0,12,161,22.43333333333333,0,0,0
562,1.0,2,117.0,4.0,29,3,2071.100000000001,0,1,0
563,4.0,5,76.0,37.0,21,4,219.8,1,1,1
564,2.0,15,205.0,6.0,33,6,6134.466666666666,1,1,0
566,6.0,5,61.0,0.0,92,3,126.48333333333336,1,1,0
567,2.0,28,109.0,0.0,76,2,794.9333333333333,1,0,0
568,3.0,2,0.0,0.0,59,3,132.05,0,0,1
569,2.0,2,301.0,8.0,31,3,48.85,0,1,1
570,1.0,2,342.0,0.0,191,1,4.2,0,1,0
573,3.0,4,202.0,2.0,214,15,2277.766666666667,1,1,0
575,2.0,6,163.0,1.0,54,3,31.41666666666667,0,1,0
576,2.0,7,278.0,3.0,214,10,746.3166666666667,0,0,0
577,5.0,3,93.0,0.0,30,5,1268.3166666666666,0,1,1
578,2.0,5,442.0,2.0,132,6,6.4833333333333325,0,1,0
580,1.0,3,97.0,0.0,0,14,931.0,1,1,1
581,5.0,3,383.0,1.0,174,4,607.9833333333332,0,0,1
582,4.0,10,209.0,27.0,44,2,11.7,1,1,1
585,2.0,4,438.0,0.0,182,62,774.55,0,1,0
586,1.0,9,65.0,5.0,4,1,59.43333333333333,1,0,1
587,15.0,4,256.0,0.0,240,5,21.45,0,1,0
588,1.0,5,357.0,0.0,5,1,6239.733333333334,0,1,0
589,6.0,2,189.0,0.0,31,32,101.6,0,1,0
590,1.0,2,56.0,0.0,2,4,1431.783333333333,0,1,1
591,3.0,3,326.0,24.0,51,7,59.41666666666666,0,1,0
593,1.0,3,106.0,12.0,17,2,8.200000000000001,1,1,0
594,3.0,6,66.0,0.0,90,11,1.1666666666666667,0,0,0
596,3.0,18,186.0,6.0,24,4,14.15,1,1,0
597,2.0,7,44.0,12.0,42,2,78.55,0,0,0
598,2.0,4,50.0,0.0,47,30,3.283333333333333,0,1,1
599,2.0,9,154.0,10.0,20,9,128.20000000000002,1,0,0
600,4.0,4,104.0,4.0,21,3,811.8833333333333,0,1,0
601,1.0,7,286.0,1.0,10,24,14.716666666666667,0,1,1
603,6.0,7,119.0,0.0,20,5,115.18333333333334,1,1,0
604,2.0,11,300.0,97.0,60,3,8.283333333333335,1,1,0
605,2.0,2,157.0,1.0,4,6,1168.7,0,0,0
606,2.0,4,156.0,1.0,107,2,56.61666666666667,0,1,0
607,6.0,5,220.0,0.0,56,22,577.45,1,1,0
608,2.0,2,174.0,0.0,198,5,110.85,0,1,0
609,1.0,4,508.0,0.0,195,9,6.2333333333333325,0,1,0
610,1.0,3,268.0,18.0,55,3,422.98333333333335,0,1,1
611,2.0,4,200.0,0.0,4,5,2067.816666666667,0,1,0
612,2.0,3,18.0,1.0,18,4,215.5,0,1,0
613,4.0,30,333.0,16.0,27,5,847.3333333333335,1,1,0
614,2.0,5,18.0,0.0,25,5,109.7,1,1,1
615,10.0,2,174.0,0.0,42,4,5940.8,0,1,0
617,2.0,5,204.0,46.0,6,4,169.88333333333333,1,0,0
618,1.0,3,22.0,2.0,4,16,1061.9166666666667,0,1,0
619,3.0,40,50.0,0.0,93,2,406.36666666666673,1,1,0
621,2.0,2,254.0,6.0,211,8,55.31666666666667,0,1,0
622,2.0,3,0.0,0.0,72,6,2.3833333333333333,0,0,0
623,2.0,5,51.0,16.0,50,15,241.65,1,1,1
624,4.0,29,506.0,0.0,25,32,51.18333333333333,1,1,0
625,3.0,3,529.0,4.0,91,4,121.95000000000002,1,1,0
626,2.0,2,0.0,3.0,4,4,729.9333333333333,0,0,0
627,3.0,5,113.0,14.0,185,10,40.35,0,0,1
628,1.0,2,211.0,6.0,113,3,1079.1833333333334,0,1,0
629,5.0,2,60.0,0.0,14,5,1374.3666666666666,0,1,1
630,4.0,4,205.0,0.0,1,2,420.56666666666666,0,1,1
634,2.0,30,410.0,28.0,7,3,289.1,1,0,0
635,4.0,6,261.0,6.0,26,8,69.56666666666666,1,1,0
636,2.0,5,442.0,139.0,51,6,1.0166666666666668,1,0,1
637,2.0,5,533.0,24.0,21,3,8.350000000000001,1,1,1
638,2.0,3,134.0,0.0,63,4,1069.7833333333335,0,1,0
639,1.0,9,51.0,1.0,18,10,6.516666666666668,0,1,0
640,2.0,13,0.0,0.0,52,13,3.9666666666666672,0,0,0
642,4.0,2,185.0,0.0,121,2,1.8833333333333333,0,1,1
643,1.0,8,8.0,4.0,90,4,7.183333333333334,1,0,0
645,6.0,3,279.0,2.0,203,7,165.23333333333332,0,1,0
646,3.0,5,202.0,1.0,83,3,762.5166666666668,0,0,0
647,3.0,4,312.0,2.0,23,5,105.0,0,0,0
648,1.0,2,264.0,10.0,52,3,506.91666666666674,0,1,1
649,4.0,18,65.0,0.0,136,6,114.76666666666668,1,1,0
650,2.0,3,114.0,0.0,13,4,824.7166666666667,0,1,0
651,4.0,19,228.0,31.0,98,10,29.28333333333333,1,0,1
652,6.0,12,267.0,3.0,268,4,880.2,0,1,0
653,5.0,3,71.0,1.0,209,7,398.86666666666673,1,1,0
654,1.0,2,402.0,21.0,19,7,385.6,0,1,0
655,2.0,3,404.0,44.0,0,3,104.4,0,1,1
656,1.0,19,288.0,16.0,0,1,22.53333333333333,1,0,1
657,6.0,7,257.0,1.0,44,2,41.7,1,1,0
658,2.0,11,451.0,1.0,106,14,69.48333333333333,1,0,0
659,2.0,9,330.0,24.0,37,2,35.0,1,0,0
660,3.0,6,277.0,0.0,163,10,1488.25,1,1,0
661,2.0,5,84.0,0.0,28,5,311.01666666666665,0,0,1
663,1.0,5,109.0,0.0,107,10,30.53333333333334,0,1,0
664,4.0,2,0.0,0.0,159,4,5.2,0,0,0
665,3.0,14,0.0,25.0,119,2,1017.35,0,0,0
666,3.0,4,204.0,10.0,202,7,28.8,0,0,0
667,4.0,17,247.0,0.0,115,5,1009.6333333333334,1,0,1
668,3.0,3,266.0,0.0,24,5,3.45,0,1,0
669,1.0,5,361.0,0.0,7,2,676.5333333333333,1,1,0
670,2.0,3,112.0,10.0,80,3,11.333333333333336,0,1,0
671,5.0,9,317.0,57.0,93,3,447.11666666666673,0,1,0
674,1.0,9,154.0,67.0,22,62,5.683333333333334,0,1,0
675,4.0,3,147.0,9.0,33,14,13.8,0,1,0
676,4.0,2,118.0,4.0,1,3,100.41666666666669,0,1,1
678,2.0,2,142.0,0.0,177,3,88.6,0,0,1
679,1.0,4,286.0,0.0,89,2,1070.5833333333335,0,1,1
680,2.0,4,35.0,0.0,7,3,667.7,0,1,0
681,3.0,17,122.0,0.0,68,11,19.983333333333334,1,1,0
683,4.0,6,155.0,8.0,64,13,61.16666666666667,0,1,0
684,4.0,13,271.0,58.0,57,4,7.383333333333334,1,1,0
685,10.0,2,213.0,0.0,83,6,605.45,0,1,0
686,10.0,6,71.0,0.0,118,3,144.58333333333334,1,1,0
688,4.0,2,274.0,0.0,192,11,984.8666666666667,0,1,0
689,3.0,8,280.0,58.0,35,5,89.18333333333334,1,0,1
690,4.0,11,0.0,94.0,2,3,32.15000000000001,1,0,0
691,1.0,18,469.0,0.0,178,3,70.56666666666666,0,0,0
692,5.0,3,94.0,3.0,38,3,29.13333333333333,0,1,1
693,12.0,2,153.0,4.0,151,40,2376.55,0,1,0
694,1.0,5,1113.0,4.0,6,28,143.58333333333334,0,0,1
695,2.0,4,231.0,1.0,35,4,434.36666666666673,0,0,1
696,2.0,2,35.0,27.0,17,5,135.65,0,1,0
697,1.0,2,161.0,2.0,88,6,96.28333333333332,0,1,0
698,4.0,2,141.0,0.0,81,10,1186.85,0,1,0
699,3.0,25,593.0,9.0,0,11,12.133333333333333,1,1,0
700,8.0,5,388.0,0.0,60,30,713.15,1,1,0
701,5.0,3,0.0,58.0,301,9,39.28333333333333,0,0,0
705,4.0,8,120.0,4.0,16,3,6.216666666666668,1,1,0
706,1.0,12,193.0,0.0,19,1,6.583333333333332,1,1,0
707,2.0,2,61.0,2.0,25,5,125.75,0,1,0
708,4.0,2,776.0,3.0,205,21,1643.05,0,1,0
709,4.0,3,104.0,1.0,20,5,3.6666666666666665,0,1,0
710,1.0,2,95.0,1.0,28,1,45.83333333333334,0,1,0
711,6.0,8,152.0,5.0,51,7,19.416666666666668,0,1,1
712,2.0,32,56.0,13.0,7,6,12.25,1,0,0
713,4.0,2,255.0,0.0,196,14,46.73333333333333,0,1,0
714,8.0,4,286.0,1.0,38,16,1463.216666666667,1,1,0
715,1.0,2,56.0,0.0,21,5,53.83333333333334,0,1,0
716,4.0,2,219.0,0.0,68,10,2013.2333333333331,0,1,0
717,2.0,2,0.0,0.0,208,3,710.4166666666665,0,0,0
719,2.0,2,81.0,2.0,203,5,250.08333333333337,0,1,1
720,2.0,4,391.0,0.0,25,4,4.483333333333333,0,1,0
723,1.0,4,190.0,0.0,172,12,12205.333333333336,0,1,1
724,4.0,3,277.0,0.0,16,7,1177.4166666666667,0,1,1
725,3.0,6,204.0,0.0,105,17,9.233333333333333,0,0,0
727,2.0,56,248.0,61.0,121,4,98.0,1,1,1
729,2.0,5,437.0,0.0,87,5,18.85,0,0,1
730,2.0,5,0.0,0.0,133,2,1478.466666666667,0,0,0
731,1.0,5,359.0,10.0,106,15,941.7333333333332,0,0,1
733,1.0,11,202.0,10.0,3,3,771.0166666666668,1,0,1
736,2.0,2,123.0,0.0,198,5,791.75,0,0,1
737,2.0,3,479.0,45.0,84,8,560.7333333333332,1,1,1
738,6.0,8,311.0,0.0,27,8,397.86666666666673,0,1,0
739,4.0,5,362.0,77.0,183,13,160.5,0,1,0
741,7.0,4,210.0,0.0,185,3,89.33333333333331,0,1,1
742,2.0,4,353.0,11.0,131,9,106.03333333333332,1,1,1
743,4.0,3,0.0,16.0,187,7,243.95,0,0,0
744,3.0,3,251.0,1.0,71,2,857.2166666666667,0,1,0
745,2.0,15,0.0,9.0,16,4,25.466666666666665,0,0,0
747,1.0,2,87.0,1.0,24,30,2141.016666666667,0,1,0
748,1.0,3,397.0,7.0,175,7,81.9,0,1,0
749,4.0,10,243.0,6.0,1,2,685.3166666666667,1,0,0
750,5.0,4,0.0,1.0,192,5,846.3666666666667,0,0,1
751,1.0,2,265.0,28.0,6,5,4.266666666666667,0,1,0
754,4.0,2,86.0,0.0,197,5,1056.0666666666666,0,1,0
755,2.0,3,330.0,9.0,44,25,431.08333333333326,1,1,0
756,4.0,4,145.0,4.0,131,8,89.98333333333332,1,1,0
758,3.0,4,677.0,0.0,133,12,246.96666666666667,1,1,1
761,4.0,8,145.0,0.0,56,9,49.9,0,0,0
762,3.0,3,412.0,0.0,147,5,1254.0166666666667,0,1,0
763,4.0,13,152.0,11.0,75,10,14.116666666666667,1,1,0
764,2.0,2,790.0,0.0,195,9,3695.55,0,1,0
765,1.0,8,109.0,0.0,130,1,47.96666666666667,1,0,1
766,6.0,6,8.0,1.0,29,4,27664.25,0,0,0
767,3.0,2,259.0,0.0,75,13,1165.1666666666667,0,1,1
768,2.0,2,58.0,0.0,86,7,357.41666666666674,0,1,0
770,1.0,2,1221.0,0.0,38,3,1095.3,0,1,0
771,2.0,3,316.0,2.0,207,7,97.88333333333334,0,1,1
773,2.0,3,255.0,3.0,40,4,1264.3666666666666,1,1,0
774,3.0,13,60.0,0.0,43,5,63.16666666666667,1,0,1
777,2.0,23,4.0,0.0,132,3,101.78333333333332,1,0,0
779,3.0,4,209.0,1.0,153,7,1193.1,0,0,0
781,3.0,3,247.0,0.0,199,2,355.46666666666664,0,1,0
782,1.0,5,534.0,16.0,168,9,367.11666666666673,0,0,1
784,2.0,2,307.0,3.0,68,5,608.9833333333332,0,1,0
786,6.0,3,89.0,3.0,68,8,128.5666666666667,0,0,0
787,5.0,13,293.0,2.0,70,25,4.816666666666666,1,1,0
788,4.0,5,77.0,1.0,26,4,1009.6166666666667,0,0,1
789,2.0,3,250.0,84.0,44,4,7.05,1,1,0
790,2.0,12,0.0,55.0,137,2,7.433333333333334,1,0,1
793,5.0,4,0.0,0.0,107,11,0.016666666666666666,0,0,0
794,3.0,8,338.0,7.0,44,2,706.1833333333333,0,1,0
796,1.0,39,132.0,1.0,13,14,3507.733333333333,0,1,0
797,5.0,7,44.0,0.0,60,5,4.783333333333333,0,0,0
798,2.0,2,235.0,0.0,95,7,959.8166666666667,0,1,0
800,1.0,3,391.0,0.0,23,31,20.516666666666666,1,1,1
801,4.0,15,58.0,11.0,22,5,91.25,0,1,0
802,1.0,6,204.0,1.0,37,18,8.6,1,1,0
803,5.0,3,132.0,0.0,11,1,386.25,0,1,0
804,10.0,2,45.0,100.0,106,6,1696.4,0,1,0
805,2.0,35,0.0,5.0,178,7,1101.4833333333333,0,0,1
806,2.0,2,59.0,0.0,162,2,1059.5500000000004,0,1,0
808,3.0,4,150.0,0.0,29,4,35.03333333333333,0,1,0
809,1.0,34,262.0,58.0,50,6,955.0833333333336,1,0,0
811,6.0,4,360.0,30.0,32,9,1240.8166666666666,1,1,0
812,2.0,27,166.0,88.0,103,6,88.33333333333331,1,0,1
813,2.0,4,184.0,0.0,1,6,1414.466666666667,0,0,1
814,2.0,2,142.0,2.0,205,2,1546.5,0,1,0
815,1.0,3,225.0,1.0,0,5,200.51666666666668,0,1,1
816,4.0,73,75.0,0.0,12,7,2041.9333333333327,1,1,0
817,4.0,24,0.0,5.0,213,3,9.6,1,0,0
818,2.0,6,252.0,4.0,4,1,10.766666666666667,1,0,1
820,1.0,4,46.0,7.0,1,2,665.3833333333333,0,0,0
822,5.0,10,146.0,0.0,66,11,4.5,1,0,0
826,1.0,2,181.0,1.0,23,5,21290.533333333333,0,1,0
827,4.0,5,417.0,0.0,189,13,10.816666666666665,0,1,1
828,1.0,4,0.0,17.0,199,2,13.35,0,0,0
829,2.0,3,263.0,4.0,6,3,375.83333333333326,0,0,0
832,2.0,5,238.0,29.0,240,6,276.9,0,0,1
833,1.0,10,197.0,29.0,0,4,13.45,1,0,1
834,4.0,4,279.0,0.0,72,9,135.28333333333336,1,1,0
835,4.0,3,308.0,2.0,163,4,2189.866666666667,1,1,1
836,4.0,7,170.0,7.0,208,3,2.283333333333333,1,1,0
837,1.0,12,605.0,1.0,28,4,6.116666666666666,0,1,0
838,4.0,4,456.0,8.0,216,6,771.0166666666668,0,1,0
839,6.0,2,327.0,0.0,214,3,1037.4333333333334,0,1,0
840,6.0,10,411.0,1.0,72,23,32.53333333333334,1,1,0
841,1.0,4,125.0,109.0,25,3,1.5,1,1,1
842,1.0,7,300.0,1.0,44,3,1322.0833333333333,0,1,0
843,3.0,16,176.0,13.0,3,4,5.283333333333333,1,1,1
844,3.0,2,397.0,0.0,38,8,13.7,0,0,1
845,3.0,2,273.0,0.0,112,6,8025.133333333334,0,1,0
846,7.0,3,101.0,0.0,60,2,12.183333333333335,1,1,0
848,1.0,2,911.0,2.0,204,21,1448.5666666666666,0,1,0
849,1.0,28,97.0,0.0,44,20,624.8833333333333,1,1,1
850,1.0,3,260.0,3.0,3,3,1365.35,0,0,1
851,10.0,3,141.0,6.0,8,2,313.6,1,1,0
852,1.0,5,204.0,3.0,30,7,39.85,0,0,1
853,1.0,4,242.0,0.0,79,19,332.55,1,1,0
854,2.0,4,138.0,0.0,179,11,61.20000000000001,0,0,0
855,2.0,6,68.0,0.0,20,4,21.65,0,1,0
859,4.0,34,37.0,0.0,36,9,2.35,1,0,0
860,2.0,6,0.0,3.0,175,5,2806.266666666667,0,0,0
861,2.0,3,70.0,1.0,31,5,3.066666666666667,0,1,1
863,5.0,4,127.0,9.0,209,2,0.0,1,1,0
864,2.0,3,283.0,14.0,70,4,478.35,1,1,1
865,4.0,8,168.0,0.0,65,10,14.4,1,1,1
866,5.0,3,345.0,0.0,15,3,2268.55,0,0,1
867,4.0,3,173.0,0.0,15,5,3451.816666666666,0,1,0
868,10.0,14,478.0,34.0,42,2,51.3,1,0,1
869,2.0,11,80.0,0.0,72,1,65.68333333333334,1,0,1
870,4.0,3,280.0,1.0,13,2,0.9166666666666666,0,1,1
871,10.0,2,163.0,3.0,198,10,0.3666666666666665,0,1,0
872,1.0,25,363.0,34.0,43,4,616.0666666666667,1,1,0
873,2.0,4,91.0,16.0,1,2,3.4,1,0,1
875,2.0,3,187.0,0.0,169,8,1507.6833333333334,0,1,1
876,6.0,2,131.0,0.0,131,17,2829.9,0,1,1
877,2.0,2,90.0,12.0,0,6,563.3333333333334,0,0,1
878,1.0,3,75.0,27.0,82,5,107.75,0,1,0
879,3.0,2,279.0,0.0,25,1,2947.1,0,1,1
880,4.0,3,295.0,0.0,97,5,2457.3166666666666,0,1,0
881,3.0,14,222.0,15.0,12,7,10.1,1,1,0
884,1.0,3,109.0,0.0,51,21,1191.9666666666667,1,1,0
885,5.0,3,235.0,16.0,28,7,698.2,1,1,0
886,2.0,3,133.0,0.0,74,5,43.65,0,1,0
888,5.0,15,779.0,26.0,285,11,270.1666666666667,1,1,0
889,5.0,3,591.0,0.0,107,7,642.4166666666666,0,1,0
890,6.0,3,58.0,1.0,209,12,231.2,0,1,0
892,8.0,2,112.0,0.0,26,5,542.4000000000002,0,1,0
894,1.0,7,117.0,0.0,52,3,1266.6166666666666,0,0,0
895,1.0,14,1478.0,49.0,18,6,34.43333333333333,0,1,1
896,3.0,19,0.0,19.0,7,5,264.26666666666665,0,0,1
897,2.0,3,264.0,0.0,45,1,1.1,0,1,0
899,2.0,14,332.0,4.0,24,3,32.86666666666667,1,0,1
900,3.0,2,244.0,0.0,125,5,37.38333333333333,0,1,0
901,3.0,21,246.0,0.0,63,4,7.750000000000001,1,1,1
903,6.0,10,464.0,2.0,146,2,425.23333333333335,1,1,0
906,5.0,4,272.0,5.0,162,3,1.4833333333333334,0,1,0
907,6.0,8,0.0,6.0,3,4,15.333333333333336,1,0,0
909,2.0,5,0.0,28.0,9,2,25.78333333333333,0,0,0
910,3.0,3,28.0,0.0,7,4,307.6666666666667,0,1,0
911,5.0,15,154.0,139.0,223,8,0.0,1,1,0
912,2.0,3,133.0,47.0,3,22,5.75,1,1,0
913,2.0,8,48.0,0.0,202,11,1383.1833333333334,0,0,1
914,2.0,2,315.0,12.0,30,2,120.66666666666669,0,1,0
915,6.0,4,178.0,1.0,31,5,420.08333333333326,0,1,0
917,1.0,20,369.0,22.0,17,2,13.316666666666665,1,0,1
918,2.0,2,299.0,33.0,6,4,43.41666666666666,0,1,0
919,1.0,7,0.0,1.0,6,4,24.78333333333333,1,0,0
920,3.0,3,26.0,41.0,28,8,34.3,0,0,0
921,4.0,9,91.0,93.0,3,2,32.833333333333336,1,1,0
924,4.0,3,102.0,0.0,84,4,889.3166666666667,0,1,0
925,6.0,3,116.0,0.0,101,2,905.4166666666664,0,1,0
926,1.0,2,228.0,0.0,200,9,3487.3,0,1,0
928,1.0,5,137.0,7.0,7,4,30.066666666666666,1,1,0
929,2.0,14,75.0,109.0,18,3,174.81666666666663,1,0,1
930,4.0,4,95.0,14.0,59,3,15.783333333333335,0,1,0
931,4.0,2,221.0,0.0,51,1,936.6,0,1,0
932,2.0,4,142.0,1.0,224,2,0.9166666666666666,0,1,0
934,2.0,15,0.0,0.0,132,7,172.58333333333337,1,0,1
935,2.0,3,97.0,37.0,4,2,86.41666666666669,0,0,1
936,2.0,17,272.0,14.0,36,4,119.65,1,0,0
937,3.0,2,54.0,11.0,29,3,72.2,0,1,0
938,4.0,3,0.0,1.0,155,4,81.06666666666666,0,0,0
939,2.0,8,403.0,0.0,77,7,619.6333333333333,0,0,0
940,2.0,5,605.0,58.0,30,4,13636.25,0,0,1
941,2.0,3,242.0,0.0,8,2,15.76666666666667,0,0,0
942,2.0,15,0.0,46.0,43,5,17.816666666666666,1,0,0
943,5.0,16,79.0,3.0,23,18,0.18333333333333326,1,1,0
944,1.0,3,297.0,26.0,128,7,1280.1166666666666,0,1,1
945,5.0,5,121.0,3.0,18,6,137.96666666666667,0,0,1
946,2.0,3,447.0,0.0,64,30,0.8666666666666667,0,1,1
948,1.0,6,251.0,14.0,3,4,16.650000000000002,1,1,0
949,3.0,2,289.0,0.0,177,13,1517.9333333333334,0,1,0
950,7.0,2,22.0,0.0,78,14,209.9333333333333,0,1,0
951,1.0,5,415.0,2.0,3,1,2890.266666666667,1,1,0
952,1.0,3,173.0,21.0,6,4,219.4333333333333,1,1,0
953,2.0,4,229.0,82.0,18,6,734.15,1,0,1
954,1.0,4,99.0,5.0,10,1,4.9,1,0,0
958,3.0,3,210.0,0.0,68,7,23.716666666666665,0,1,0
959,8.0,2,143.0,2.0,4,2,786.5333333333333,0,1,0
960,3.0,3,358.0,0.0,221,3,118.03333333333332,0,1,1
961,4.0,2,168.0,0.0,6,4,725.7666666666668,0,1,0
962,1.0,3,1.0,0.0,19,6,84.66666666666667,0,0,1
964,1.0,3,316.0,0.0,191,5,756.8333333333335,0,0,1
965,9.0,22,196.0,12.0,43,2,3.183333333333333,1,1,1
966,1.0,15,245.0,0.0,171,24,543.4666666666667,0,1,0
967,1.0,2,162.0,0.0,3,3,1588.3,0,1,0
968,2.0,17,27.0,78.0,132,3,130.86666666666667,1,0,1
969,2.0,4,0.0,2.0,200,3,1717.85,0,0,0
971,3.0,16,163.0,0.0,23,3,172.05,1,0,0
972,2.0,9,65.0,0.0,74,3,4.266666666666667,1,1,1
974,4.0,4,106.0,0.0,196,2,477.0,0,1,0
975,10.0,2,139.0,1.0,48,3,2167.866666666667,0,1,0
976,2.0,27,274.0,5.0,0,7,793.7666666666668,1,1,0
977,2.0,3,204.0,1.0,50,9,434.03333333333336,0,1,0
978,4.0,3,96.0,15.0,19,4,49.96666666666667,1,1,1
979,1.0,2,52.0,1.0,4,31,3448.5333333333333,0,0,1
981,4.0,2,54.0,33.0,115,4,148.0,0,1,1
982,1.0,3,251.0,0.0,106,2,1515.55,1,1,1
983,2.0,20,88.0,1.0,4,3,10.6,1,0,1
984,3.0,11,13.0,0.0,25,6,606.9166666666666,0,1,0
985,6.0,7,125.0,4.0,5,8,2036.4833333333331,0,0,0
986,1.0,5,290.0,4.0,4,4,1630.2,0,0,0
988,4.0,5,0.0,12.0,101,14,1002.2166666666667,0,0,0
989,1.0,10,186.0,1.0,8,32,107.26666666666668,0,1,0
990,1.0,3,533.0,0.0,41,4,96.0,0,1,0
991,5.0,2,265.0,0.0,132,17,123.6,0,1,0
992,2.0,2,127.0,38.0,145,11,1025.2833333333335,0,1,1
994,6.0,4,78.0,0.0,28,4,190.8333333333333,0,1,0
995,2.0,18,113.0,12.0,177,3,41.75,1,0,1
996,1.0,9,171.0,1.0,0,3,5.0,1,1,0
997,1.0,16,87.0,0.0,170,14,2.816666666666667,0,0,0
999,4.0,3,113.0,1.0,201,6,927.8333333333336,1,1,0
1000,2.0,12,257.0,0.0,69,1,79.56666666666666,1,0,1
1001,2.0,3,139.0,46.0,6,2,25.91666666666667,1,1,0
1002,2.0,2,158.0,2.0,72,2,1037.1,0,1,0
1003,3.0,2,170.0,0.0,15,5,149.16666666666666,0,1,1
1004,4.0,2,61.0,0.0,44,27,8571.883333333335,0,1,0
1005,1.0,14,0.0,39.0,166,2,50.71666666666667,1,0,1
1006,2.0,5,459.0,37.0,95,5,29.816666666666666,1,1,1
1007,4.0,4,115.0,1.0,84,9,636.6666666666666,0,0,0
1008,2.0,4,38.0,1.0,13,1,1110.3333333333333,0,1,1
1009,1.0,3,148.0,0.0,0,1,37.4,0,0,0
1010,3.0,5,473.0,30.0,25,8,497.15,1,0,0
1011,4.0,6,0.0,33.0,186,1,9.583333333333334,1,0,1
1012,2.0,5,72.0,0.0,217,1,22.5,0,0,0
1013,2.0,3,120.0,0.0,8,2,0.7833333333333333,0,0,1
1014,4.0,6,344.0,0.0,26,5,1903.95,1,1,1
1015,1.0,13,244.0,0.0,54,87,49.61666666666667,0,1,0
1016,1.0,3,349.0,1.0,181,10,19.166666666666668,0,1,0
1017,4.0,4,125.0,4.0,1,3,6.2,0,1,1
1018,6.0,2,55.0,1.0,249,3,419.88333333333327,0,1,0
1019,2.0,8,57.0,15.0,138,3,17.95,0,1,0
1020,3.0,26,90.0,5.0,127,7,2.45,1,1,0
1021,3.0,4,90.0,5.0,113,4,18.266666666666666,0,0,1
1022,1.0,10,140.0,0.0,49,274,864.4,1,1,0
1023,4.0,4,0.0,34.0,19,3,3399.95,0,0,1
1025,4.0,13,0.0,4.0,8,3,5.15,1,0,1
1026,2.0,2,558.0,10.0,16,7,766.1166666666667,0,1,1
1027,6.0,13,190.0,0.0,185,30,262.9166666666667,0,1,1
1029,4.0,9,62.0,0.0,142,3,77.56666666666666,0,1,1
1030,2.0,11,144.0,22.0,0,5,42.53333333333333,1,1,1
1031,3.0,15,130.0,4.0,6,14,57.98333333333333,1,1,1
1034,3.0,15,393.0,13.0,47,5,541.1500000000002,1,0,0
1035,2.0,10,28.0,0.0,2,2,724.3333333333335,0,0,1
1036,4.0,4,340.0,3.0,105,3,70.93333333333334,0,1,0
1037,5.0,14,0.0,12.0,7,3,502.7166666666668,1,0,0
1038,2.0,15,174.0,0.0,3,5,2.7333333333333334,1,0,0
1039,1.0,5,347.0,0.0,2,4,1530.05,1,1,0
1041,1.0,11,41.0,5.0,2,4,126.96666666666668,1,0,1
1042,3.0,3,143.0,24.0,388,10,4.233333333333333,0,1,0
1045,1.0,2,205.0,3.0,29,2,33.45,0,1,1
1046,4.0,4,0.0,5.0,218,2,345.01666666666665,0,0,1
1048,5.0,3,267.0,1.0,228,4,205.66666666666663,0,0,0
1049,2.0,2,176.0,0.0,27,4,1382.05,0,1,0
